available_bikes,month,day,hour,day_of_the_week,temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain_last_hour,clouds_all,weather_main,available_bikes_1h
6,2,18,5,0,5.9,0.04,1006,81,6.2,220,0.0,40,1,5
5,2,18,6,0,5.64,-0.45,1006,75,6.2,220,0.0,40,1,3
3,2,18,7,0,5.63,-0.81,1006,75,6.7,210,0.0,40,1,2
2,2,18,8,0,5.61,-0.28,1006,70,5.7,200,0.0,40,1,0
0,2,18,9,0,5.96,-0.77,1007,75,7.2,210,0.0,75,1,0
0,2,18,10,0,6.27,-0.06,1007,75,6.7,220,0.3,75,2,1
1,2,18,11,0,6.9,1.02,1007,75,6.2,230,0.0,75,1,1
1,2,18,12,0,7.94,1.89,1007,75,6.7,230,0.0,40,1,14
14,2,18,13,0,8.94,3.24,1008,70,6.2,240,0.0,40,1,11
11,2,18,14,0,8.8,2.02,1007,70,7.7,240,0.0,75,1,9
9,2,18,15,0,8.87,2.8,1007,70,6.7,230,0.3,75,2,11
11,2,18,16,0,9.35,3.92,1008,66,5.7,240,0.0,40,1,4
4,2,18,17,0,8.18,2.74,1009,81,6.2,240,0.0,40,1,6
6,2,18,18,0,7.65,3.23,1010,81,4.6,240,0.0,40,1,21
21,2,18,19,0,6.9,1.76,1010,87,5.7,240,0.0,40,1,23
23,2,18,20,0,7.09,2.76,1011,87,4.6,250,0.0,75,1,22
22,2,18,21,0,7.14,1.7,1011,87,6.2,250,0.0,75,1,23
23,2,18,22,0,6.63,1.44,1012,87,5.7,250,0.0,75,1,23
23,2,18,23,0,6.43,1.62,1012,87,5.1,240,0.3,75,2,22
22,2,19,0,1,6.12,0.8,1013,86,5.7,250,0.0,75,1,23
23,2,19,1,1,5.32,1.18,1013,93,4.1,240,0.0,40,1,23
23,2,19,2,1,5.14,0.42,1013,86,4.6,230,0.0,40,1,23
23,2,19,3,1,4.94,0.53,1013,86,4.1,240,0.0,40,1,23
23,2,19,4,1,4.77,0.51,1013,80,3.6,230,0.0,40,1,23
23,2,19,5,1,4.37,0.05,1013,80,3.6,220,0.0,40,1,18
18,2,19,6,1,4.08,0.77,1013,80,2.1,200,0.0,75,1,16
16,2,19,7,1,4.55,0.61,1013,80,3.1,200,0.0,75,1,14
14,2,19,8,1,5.26,1.43,1013,80,3.1,180,0.0,75,1,0
0,2,19,9,1,5.76,1.51,1013,75,3.6,190,0.0,75,1,0
0,2,19,10,1,7.6,2.96,1013,75,4.6,190,0.0,75,1,0
0,2,19,11,1,7.86,1.62,1012,70,6.7,200,0.0,75,1,0
0,2,19,12,1,8.29,2.3,1013,75,6.7,200,0.0,75,1,0
0,2,19,13,1,8.69,3.29,1012,70,5.7,180,0.0,75,1,18
18,2,19,14,1,8.59,2.66,1012,75,6.7,190,0.51,75,2,18
18,2,19,15,1,8.44,2.13,1011,75,7.2,190,0.65,75,2,11
11,2,19,16,1,8.48,4.57,1009,81,4.1,170,0.25,75,2,12
12,2,19,17,1,8.3,2.53,1008,81,6.7,190,0.55,75,2,31
31,2,19,18,1,8.71,2.55,1008,87,7.7,190,0.56,75,2,33
33,2,19,19,1,8.78,2.98,1008,87,7.2,200,1.27,75,2,37
37,2,19,20,1,8.88,3.8,1008,87,6.2,200,1.34,75,2,39
39,2,19,21,1,9.49,3.97,1007,81,6.7,200,0.56,75,2,39
39,2,19,22,1,9.5,3.63,1007,81,7.2,200,0.0,75,1,39
39,2,19,23,1,9.76,3.94,1007,81,7.2,200,0.0,75,1,38
38,2,20,0,2,9.9,4.01,1007,87,7.7,210,0.0,75,1,39
39,2,20,1,2,9.79,4.22,1008,87,7.2,200,0.0,75,1,39
39,2,20,2,2,9.79,2.75,1007,87,9.3,190,0.0,75,1,39
39,2,20,3,2,9.79,5.69,1007,87,5.1,200,0.0,75,1,39
39,2,20,4,2,9.79,5.03,1007,81,5.7,200,0.0,75,1,39
39,2,20,5,2,9.78,4.32,1007,81,6.7,200,0.0,75,1,35
35,2,20,6,2,9.9,4.12,1007,81,7.2,190,0.0,75,1,32
32,2,20,7,2,10.35,4.66,1007,81,7.2,200,0.0,75,1,24
24,2,20,8,2,10.01,3.79,1008,87,8.2,200,0.0,75,1,0
0,2,20,9,2,10.27,5.62,1010,81,5.7,190,0.0,75,1,3
3,2,20,10,2,10.59,3.84,1010,81,8.8,200,0.0,75,1,0
0,2,20,11,2,10.63,4.31,1011,81,8.2,200,0.0,75,1,0
0,2,20,12,2,11.97,5.73,1011,76,8.2,200,0.0,40,1,12
12,2,20,13,2,12.37,6.93,1009,76,7.2,220,0.0,75,1,11
11,2,20,14,2,12.78,7.44,1011,76,7.2,210,0.0,75,1,17
17,2,20,15,2,12.7,6.99,1011,76,7.7,200,0.0,75,1,15
15,2,20,16,2,12.02,7.08,1012,81,6.7,200,0.5,75,2,8
8,2,20,17,2,11.86,7.58,1012,81,5.7,210,0.0,75,1,23
23,2,20,18,2,11.34,7.7,1011,81,4.6,210,0.0,75,1,27
27,2,20,19,2,10.76,6.12,1013,87,6.2,200,0.0,75,1,27
27,2,20,20,2,10.74,6.45,1013,87,5.7,200,0.0,40,1,28
28,2,20,21,2,11.04,6.98,1013,81,5.1,200,0.0,40,1,28
28,2,20,22,2,11.2,7.18,1013,81,5.1,210,0.0,75,1,28
28,2,20,23,2,11.71,8.51,1012,81,4.1,210,0.0,75,1,28
28,2,21,0,3,11.73,6.72,1013,81,6.7,200,0.0,75,1,30
30,2,21,1,3,11.83,7.54,1013,81,5.7,200,0.0,75,1,30
30,2,21,2,3,11.27,7.88,1013,87,4.6,200,0.0,75,1,30
30,2,21,3,3,11.25,6.3,1014,93,7.2,210,0.0,75,1,30
30,2,21,4,3,11.22,7.47,1014,87,5.1,210,0.0,75,1,30
30,2,21,5,3,11.14,7.81,1015,81,4.1,200,0.0,75,1,27
27,2,21,6,3,10.87,7.82,1015,81,3.6,230,0.0,40,1,25
25,2,21,7,3,10.85,5.63,1016,81,6.7,210,0.0,40,1,21
21,2,21,8,3,10.86,6.34,1017,81,5.7,220,0.0,40,1,1
1,2,21,9,3,11.3,8.0,1018,81,4.1,180,0.0,40,1,1
1,2,21,10,3,11.76,9.05,1019,76,3.1,170,0.0,40,1,0
0,2,21,11,3,11.75,6.99,1019,71,5.7,200,0.0,40,1,2
2,2,21,12,3,11.87,6.78,1020,71,6.2,210,0.0,40,1,1
1,2,21,13,3,12.76,7.78,1020,62,5.7,190,0.0,40,1,6
6,2,21,14,3,12.61,5.27,1021,66,9.3,180,0.0,75,1,3
3,2,21,15,3,12.43,5.64,1021,62,8.2,180,0.0,75,1,6
6,2,21,16,3,12.14,5.29,1020,62,8.2,170,0.0,75,1,13
13,2,21,17,3,10.86,5.56,1021,71,6.2,170,0.0,75,1,5
5,2,21,18,3,10.73,5.06,1021,71,6.7,170,0.0,75,1,13
13,2,21,19,3,9.93,5.0,1022,76,5.7,160,0.0,75,1,24
24,2,21,20,3,10.38,5.4,1022,81,6.2,160,0.0,75,1,26
26,2,21,21,3,10.34,4.65,1022,81,7.2,150,0.0,75,1,22
22,2,21,22,3,10.28,5.88,1023,87,5.7,130,0.0,20,1,24
24,2,21,23,3,10.84,8.14,1023,81,3.1,130,0.0,40,1,22
22,2,22,0,4,10.83,7.42,1024,81,4.1,100,0.0,75,1,22
22,2,22,1,4,10.94,9.22,1023,87,2.1,120,0.0,40,1,22
22,2,22,2,4,12.01,4.02,1023,62,9.8,170,0.0,75,1,22
22,2,22,3,4,11.85,4.71,1024,66,8.8,170,0.0,75,1,22
22,2,22,4,4,11.83,2.4,1024,62,11.8,170,0.0,75,1,22
22,2,22,5,4,11.62,4.67,1025,62,8.2,180,0.0,75,1,20
20,2,22,6,4,12.07,6.05,1025,50,6.2,170,0.0,20,1,17
17,2,22,7,4,12.38,7.72,1025,54,4.6,160,0.0,100,1,12
12,2,22,8,4,12.01,6.66,1026,57,5.7,160,0.0,100,1,1
1,2,22,9,4,12.12,7.95,1027,58,4.1,90,0.0,100,1,0
0,2,22,10,4,12.29,8.53,1027,66,4.1,100,0.0,75,1,1
1,2,22,11,4,12.41,9.5,1028,76,3.6,90,0.0,75,1,0
0,2,22,12,4,13.06,9.11,1028,66,4.6,140,0.0,75,1,16
16,2,22,13,4,13.58,9.54,1027,62,4.6,130,0.0,75,1,10
10,2,22,14,4,13.64,10.07,1026,71,4.6,110,0.0,75,1,10
10,2,22,15,4,13.44,9.72,1025,62,4.1,130,0.0,75,1,9
9,2,22,16,4,12.77,8.41,1026,66,5.1,150,0.0,75,1,12
12,2,22,17,4,11.51,6.35,1026,71,6.2,150,0.0,75,1,11
11,2,22,18,4,11.33,5.08,1026,71,7.7,150,0.0,75,1,22
22,2,22,19,4,11.11,4.6,1026,66,7.7,150,0.0,75,1,24
24,2,22,20,4,11.02,7.71,1026,66,3.1,130,0.0,75,1,28
28,2,22,21,4,11.59,8.21,1026,62,3.1,100,0.0,40,1,28
28,2,22,22,4,10.93,4.38,1027,66,7.7,170,0.0,40,1,28
28,2,22,23,4,10.79,4.21,1027,66,7.7,160,0.0,40,1,29
29,2,23,0,5,10.8,5.63,1027,66,5.7,160,0.0,40,1,30
30,2,23,1,5,10.84,4.59,1026,57,6.7,160,0.0,40,1,30
30,2,23,2,5,10.58,3.97,1026,66,7.7,150,0.0,40,1,30
30,2,23,3,5,10.7,4.46,1024,66,7.2,170,0.0,40,1,30
30,2,23,4,5,10.43,4.0,1024,71,7.7,160,0.0,75,1,30
30,2,23,5,5,10.71,3.56,1025,71,8.8,160,0.0,75,1,28
28,2,23,6,5,10.55,3.58,1024,76,8.8,160,0.0,40,1,26
26,2,23,7,5,10.25,3.64,1025,76,8.2,160,0.0,75,1,22
22,2,23,8,5,10.48,3.91,1026,76,8.2,160,0.0,99,1,22
22,2,23,9,5,10.87,7.26,1024,76,4.1,150,0.0,88,1,17
17,2,23,10,5,11.8,8.17,1024,71,4.1,150,0.0,75,1,15
15,2,23,11,5,12.24,9.17,1026,81,4.1,170,0.0,75,1,12
12,2,23,12,5,11.76,7.1,1026,81,6.2,210,0.25,75,2,9
9,2,23,13,5,12.26,8.78,1027,87,5.1,210,0.43,75,2,9
9,2,23,14,5,12.65,7.97,1026,76,6.2,210,0.0,75,1,8
8,2,23,15,5,12.94,9.8,1026,76,4.1,220,0.0,75,1,9
9,2,23,16,5,12.92,9.43,1027,76,4.6,230,0.0,75,1,8
8,2,23,17,5,12.38,8.87,1029,71,4.1,230,0.0,40,1,4
4,2,23,18,5,10.56,8.07,1030,71,2.1,240,0.0,20,1,2
2,2,23,19,5,8.72,6.68,1030,81,1.5,0,0.0,20,1,12
12,2,23,20,5,7.15,5.35,1031,87,1.0,0,0.0,3,5,13
13,2,23,21,5,5.84,3.97,1032,93,1.0,0,0.0,0,5,11
11,2,23,22,5,5.05,3.38,1032,93,0.5,360,0.0,20,1,10
10,2,23,23,5,4.15,1.62,1032,93,1.5,100,0.0,20,1,11
11,2,24,0,6,3.95,2.08,1032,93,0.5,0,0.0,20,1,11
11,2,24,1,6,3.18,0.66,1032,100,1.5,80,0.0,20,1,11
11,2,24,2,6,2.84,-0.18,1032,99,2.1,110,0.0,20,6,11
11,2,24,3,6,2.72,-0.65,1032,100,2.6,110,0.0,75,6,11
11,2,24,4,6,4.34,-0.13,1032,100,4.6,100,0.0,75,6,11
11,2,24,5,6,4.03,-0.15,1032,100,4.1,110,0.0,75,6,12
12,2,24,6,6,4.97,0.62,1032,100,4.6,120,0.0,75,6,9
9,2,24,7,6,4.28,-0.98,1032,100,5.7,130,0.0,75,4,9
9,2,24,7,6,4.28,-0.98,1032,100,5.7,130,0.0,75,6,6
6,2,24,8,6,5.3,2.07,1033,100,3.1,130,0.0,90,3,6
6,2,24,8,6,5.3,2.07,1033,100,3.1,130,0.0,90,4,4
4,2,24,9,6,6.35,1.94,1033,100,5.1,130,0.0,75,1,0
0,2,24,10,6,8.41,4.57,1033,93,4.6,130,0.0,75,1,0
0,2,24,11,6,9.72,4.48,1032,87,6.7,130,0.0,75,1,2
2,2,24,12,6,9.23,5.58,1033,93,4.6,140,0.0,75,4,0
0,2,24,13,6,9.97,6.61,1033,87,4.1,130,0.0,75,4,1
1,2,24,14,6,9.51,5.58,1032,93,5.1,130,0.0,75,4,2
2,2,24,15,6,10.94,8.87,1032,87,2.6,110,0.0,75,4,1
1,2,24,16,6,10.84,8.04,1032,87,3.6,120,0.0,75,4,1
1,2,24,17,6,10.14,7.17,1032,87,3.6,130,0.0,75,4,0
0,2,24,18,6,9.44,5.61,1033,87,4.6,130,0.0,75,4,1
1,2,24,19,6,8.84,5.58,1033,87,3.6,130,0.0,75,4,2
2,2,24,20,6,8.22,5.74,1033,93,2.6,100,0.0,75,4,1
1,2,24,21,6,9.29,6.48,1032,87,3.1,120,0.0,40,4,0
0,2,24,22,6,9.23,4.35,1032,81,5.7,150,0.0,75,1,1
1,2,24,23,6,8.53,5.33,1033,81,3.1,150,0.0,75,1,0
0,2,25,0,0,9.38,6.35,1033,81,3.1,160,0.0,75,1,1
1,2,25,1,0,7.24,4.31,1032,86,2.6,40,0.0,75,1,1
1,2,25,2,0,6.19,4.04,1033,93,1.5,0,0.0,75,1,1
1,2,25,3,0,5.87,3.1,1033,100,2.6,130,0.0,75,4,1
1,2,25,4,0,7.19,3.58,1032,87,3.6,130,0.0,40,1,1
1,2,25,5,0,7.02,2.48,1032,81,4.6,140,0.0,40,1,0
0,2,25,6,0,6.14,0.9,1032,75,5.1,150,0.0,40,1,0
0,2,25,7,0,5.73,2.18,1033,75,2.6,140,0.0,40,1,1
1,2,25,8,0,6.09,2.09,1032,70,3.1,140,0.0,75,1,0
0,2,25,9,0,7.34,2.49,1032,70,4.6,130,0.0,75,1,0
0,2,25,10,0,9.8,5.02,1032,61,4.6,130,0.0,75,1,0
0,2,25,11,0,10.63,5.98,1033,61,4.6,130,0.0,75,1,1
1,2,25,12,0,12.36,10.43,1033,66,1.5,0,0.0,75,1,14
14,2,25,13,0,13.81,10.66,1032,58,3.1,140,0.0,75,1,0
0,2,25,14,0,14.15,10.36,1031,58,4.1,130,0.0,75,1,0
0,2,25,15,0,12.49,9.01,1031,71,4.1,130,0.0,75,1,8
8,2,25,16,0,12.55,8.97,1030,76,4.6,130,0.0,75,1,2
2,2,25,17,0,11.58,9.05,1031,81,3.1,140,0.0,75,1,6
6,2,25,18,0,9.46,7.03,1031,87,2.6,120,0.0,75,1,8
8,2,25,19,0,8.2,5.5,1031,87,2.6,130,0.0,40,1,11
11,2,25,20,0,8.41,4.13,1031,81,4.6,140,0.0,40,1,13
13,2,25,21,0,7.09,2.9,1031,70,3.6,150,0.0,40,1,14
14,2,25,22,0,6.6,4.54,1032,93,1.5,0,0.0,20,1,18
18,2,25,23,0,6.62,3.72,1032,80,2.1,50,0.0,20,1,19
19,2,26,0,1,5.62,2.38,1032,86,2.6,330,0.0,20,1,19
19,2,26,1,1,4.46,1.99,1032,93,1.5,0,0.0,20,1,19
19,2,26,2,1,3.44,0.02,1031,93,2.6,320,0.0,20,1,19
19,2,26,3,1,2.9,0.16,1031,93,1.5,0,0.0,20,1,19
19,2,26,4,1,1.88,-1.28,1030,100,2.1,330,0.0,20,1,19
19,2,26,5,1,2.16,-1.47,1030,93,2.6,310,0.0,20,1,18
18,2,26,6,1,1.97,-0.92,1030,93,1.5,0,0.0,20,1,16
16,2,26,7,1,2.1,-1.19,1030,93,2.1,280,0.0,20,1,17
17,2,26,8,1,2.64,0.73,1030,100,0.5,0,0.0,20,1,4
4,2,26,9,1,6.51,4.21,1030,86,1.5,100,0.0,20,1,1
1,2,26,10,1,8.96,5.97,1030,75,2.6,90,0.0,20,1,0
0,2,26,11,1,11.54,8.14,1030,54,2.6,150,0.0,20,1,0
0,2,26,12,1,13.62,10.02,1030,50,3.1,130,0.0,20,1,15
15,2,26,13,1,13.92,10.72,1029,50,2.6,130,0.0,20,1,13
13,2,26,14,1,14.55,11.06,1029,62,4.1,110,0.0,20,1,6
6,2,26,15,1,14.84,10.84,1028,58,4.6,120,0.0,0,5,0
0,2,26,16,1,13.92,9.95,1027,62,4.6,130,0.0,0,5,14
14,2,26,17,1,12.78,8.92,1027,62,4.1,130,0.0,0,5,12
12,2,26,18,1,10.79,7.43,1027,66,3.1,160,0.0,0,5,5
5,2,26,19,1,7.77,5.89,1027,81,1.0,0,0.0,0,5,6
6,2,26,20,1,8.23,5.27,1027,70,2.1,170,0.0,0,5,11
11,2,26,21,1,6.44,3.35,1026,75,2.1,100,0.0,0,5,12
12,2,26,22,1,5.01,2.01,1026,86,2.1,130,0.0,20,1,13
13,2,26,23,1,4.38,1.7,1026,86,1.5,0,0.0,20,1,12
12,2,27,0,2,3.68,0.65,1025,93,2.1,90,0.0,20,1,15
15,2,27,1,2,3.81,1.22,1025,93,1.5,0,0.0,20,1,15
15,2,27,2,2,3.04,0.5,1025,100,1.5,0,0.0,20,1,15
15,2,27,3,2,2.8,-0.38,1024,93,2.1,300,0.0,20,1,15
15,2,27,4,2,1.89,-0.69,1024,92,1.0,320,0.0,20,4,15
15,2,27,5,2,1.79,-0.97,1024,100,1.5,0,0.0,20,4,15
15,2,27,5,2,1.79,-0.97,1024,100,1.5,0,0.0,20,6,11
11,2,27,6,2,1.82,-0.58,1024,100,1.0,0,0.0,20,4,12
12,2,27,7,2,2.48,0.35,1023,92,0.5,360,0.0,20,4,6
6,2,27,8,2,1.71,-0.36,1023,100,0.5,360,0.0,20,4,0
0,2,27,9,2,5.2,1.74,1023,93,3.1,260,0.0,75,6,0
0,2,27,10,2,6.77,2.45,1023,100,5.1,260,0.0,75,4,0
0,2,27,11,2,9.14,5.12,1023,93,5.1,270,0.0,75,1,13
13,2,27,12,2,9.84,6.8,1023,87,3.6,270,0.0,40,1,10
10,2,27,13,2,11.2,9.06,1023,76,2.1,250,0.0,20,1,4
4,2,27,14,2,12.37,9.91,1022,71,2.6,160,0.0,20,1,2
2,2,27,15,2,12.6,10.78,1021,76,2.1,90,0.0,20,1,2
2,2,27,16,2,11.21,8.24,1020,81,3.6,80,0.0,20,4,0
0,2,27,17,2,9.76,7.05,1020,87,3.1,70,0.0,75,4,3
3,2,27,18,2,7.86,4.84,1020,100,3.6,50,0.0,75,6,5
5,2,27,19,2,7.18,4.7,1019,100,2.6,40,0.0,75,6,8
8,2,27,20,2,7.16,4.44,1018,93,2.6,50,0.0,75,6,9
9,2,27,21,2,6.9,5.13,1018,100,1.5,0,0.0,75,6,8
8,2,27,22,2,6.47,5.3,1018,100,0.5,0,0.0,90,6,7
7,2,27,23,2,6.09,4.14,1017,100,1.5,0,0.0,90,6,8
8,2,28,0,3,5.67,3.98,1017,100,1.0,0,0.0,90,6,8
8,2,28,1,3,5.68,3.64,1015,100,1.5,0,0.0,90,6,8
8,2,28,2,3,5.76,4.44,1014,100,0.5,0,0.0,90,6,8
8,2,28,3,3,5.71,3.26,1014,100,2.1,270,0.0,90,6,8
8,2,28,4,3,5.69,2.33,1013,93,3.1,260,0.0,75,4,8
8,2,28,5,3,7.4,3.34,1013,93,4.6,240,0.0,75,1,5
5,2,28,6,3,7.37,4.35,1013,93,3.1,220,0.0,75,1,2
2,2,28,7,3,7.17,5.23,1013,93,1.5,0,0.0,75,1,0
0,2,28,8,3,6.59,5.45,1013,100,0.5,360,0.0,75,4,1
1,2,28,9,3,7.58,6.32,1013,100,1.0,0,0.0,75,4,0
0,2,28,10,3,8.57,6.94,1013,93,1.5,0,0.0,75,4,0
0,2,28,11,3,8.49,7.54,1014,93,0.5,360,0.0,75,4,0
0,2,28,12,3,9.2,6.6,1014,93,3.1,260,0.0,75,4,17
17,2,28,13,3,9.24,5.95,1014,93,4.1,260,0.0,75,1,10
10,2,28,14,3,9.55,5.98,1014,93,4.6,260,0.0,75,1,5
5,2,28,15,3,10.49,5.19,1014,81,6.7,270,0.0,75,1,0
0,2,28,16,3,9.73,4.15,1014,87,7.2,300,0.0,75,1,2
2,2,28,17,3,9.66,5.11,1014,87,5.7,290,0.0,75,3,8
8,2,28,18,3,9.18,5.52,1015,93,4.6,280,0.0,75,1,6
6,2,28,19,3,9.04,5.7,1016,93,4.1,300,0.0,75,1,14
14,2,28,20,3,9.01,5.31,1016,93,4.6,280,0.0,75,1,12
12,2,28,21,3,8.96,5.95,1017,93,3.6,280,0.0,75,1,12
12,2,28,22,3,8.89,5.86,1017,93,3.6,270,0.0,75,1,11
11,2,28,23,3,8.85,5.81,1018,93,3.6,260,0.0,75,1,12
12,3,1,0,4,8.77,5.71,1017,93,3.6,240,0.0,75,1,13
13,3,1,1,4,8.23,3.78,1018,87,5.1,260,0.0,75,1,13
13,3,1,2,4,7.78,4.85,1018,93,3.1,250,0.0,75,1,13
13,3,1,3,4,6.53,4.68,1018,100,1.5,0,0.0,75,4,13
13,3,1,4,4,6.91,3.44,1018,93,3.6,250,0.0,75,4,13
13,3,1,5,4,7.35,4.47,1017,87,2.6,250,0.0,75,1,10
10,3,1,6,4,6.93,4.52,1017,93,2.1,240,0.0,75,1,8
8,3,1,7,4,6.4,3.34,1017,87,2.6,240,0.0,75,1,1
1,3,1,8,4,6.04,3.86,1017,93,1.5,0,0.0,99,1,1
1,3,1,9,4,8.08,6.26,1017,81,1.0,0,0.0,97,1,0
0,3,1,10,4,9.82,7.81,1016,76,1.5,0,0.0,22,1,0
0,3,1,11,4,11.39,8.94,1016,76,2.6,100,0.0,32,1,0
0,3,1,12,4,12.69,10.06,1015,50,1.5,0,0.0,18,1,13
13,3,1,13,4,13.65,10.09,1014,44,2.6,100,0.0,92,1,10
10,3,1,14,4,13.18,9.41,1013,41,2.6,230,0.0,100,1,4
4,3,1,15,4,12.26,8.28,1013,54,3.6,140,0.15,100,2,0
0,3,1,16,4,10.79,7.51,1013,76,3.6,230,0.0,75,1,5
5,3,1,17,4,9.89,7.45,1011,93,3.1,110,0.52,75,2,6
6,3,1,18,4,9.72,5.95,1010,87,4.6,140,0.51,75,2,12
12,3,1,19,4,9.1,5.07,1009,93,5.1,140,0.76,75,2,11
11,3,1,20,4,9.44,7.24,1009,93,2.6,180,0.25,75,2,11
11,3,1,21,4,9.76,6.24,1009,93,4.6,220,0.25,90,2,10
10,3,1,22,4,9.76,7.29,1009,93,3.1,220,2.03,75,2,10
10,3,1,23,4,9.02,6.29,1008,100,3.6,220,0.37,75,2,12
12,3,2,0,5,9.66,6.82,1008,93,3.6,230,0.0,75,1,13
13,3,2,1,5,9.29,6.01,1008,93,4.1,240,0.0,75,1,13
13,3,2,2,5,9.08,5.52,1009,87,4.1,250,0.0,75,1,13
13,3,2,3,5,7.67,4.36,1008,93,3.6,250,0.0,75,1,13
13,3,2,4,5,7.01,3.32,1008,94,4.0,250,0.0,40,1,13
13,3,2,5,5,6.73,2.28,1008,94,5.0,250,0.0,40,1,12
12,3,2,6,5,6.27,2.32,1008,93,4.1,230,0.0,75,1,11
11,3,2,7,5,5.35,2.62,1006,93,2.1,200,0.0,20,1,28
28,3,2,8,5,6.09,2.59,1005,86,3.1,160,0.0,75,1,28
28,3,2,9,5,8.1,4.8,1004,61,2.1,160,0.0,75,1,28
28,3,2,10,5,8.28,3.41,1002,75,5.1,190,0.15,75,2,27
27,3,2,11,5,9.46,4.28,1001,81,6.2,170,0.76,75,2,28
28,3,2,12,5,10.52,3.75,1001,81,8.8,180,0.0,75,1,26
26,3,2,13,5,10.71,3.89,997,87,9.3,190,0.59,75,2,26
26,3,2,14,5,10.8,3.3,997,87,10.3,200,0.31,75,2,29
29,3,2,15,5,10.82,2.88,997,93,11.3,220,0.53,75,2,29
29,3,2,16,5,9.44,2.09,995,81,9.3,250,2.03,75,2,29
29,3,2,17,5,9.11,2.24,995,66,7.7,250,0.0,40,1,28
28,3,2,18,5,8.41,1.59,996,61,7.2,240,0.0,40,1,29
29,3,2,19,5,7.8,0.19,996,61,8.2,240,0.0,40,1,30
30,3,2,20,5,7.1,0.74,997,70,6.7,230,0.0,40,1,29
29,3,2,21,5,6.71,0.1,997,75,7.2,230,0.5,75,2,28
28,3,2,22,5,6.23,-1.32,997,70,8.2,220,0.0,75,1,26
26,3,2,23,5,6.26,-0.23,997,70,6.7,230,0.0,75,1,27
27,3,3,0,6,6.07,-0.45,997,70,6.7,230,0.0,40,1,27
27,3,3,1,6,6.13,-0.03,997,70,6.2,230,0.0,40,1,27
27,3,3,2,6,5.97,-0.57,997,70,6.7,230,0.0,40,1,27
27,3,3,3,6,6.06,0.24,997,70,5.7,210,0.0,75,1,27
27,3,3,4,6,6.15,0.76,997,70,5.1,220,0.0,75,1,27
27,3,3,5,6,6.07,1.02,996,70,4.6,220,0.0,75,1,27
27,3,3,6,6,6.2,1.52,996,70,4.1,210,0.0,75,1,26
26,3,3,7,6,6.3,1.48,996,65,4.1,200,0.0,75,1,26
26,3,3,8,6,5.85,1.12,996,70,4.1,210,0.0,75,1,24
24,3,3,9,6,6.51,2.42,995,65,3.1,190,0.17,75,2,21
21,3,3,10,6,5.87,2.04,995,65,2.6,240,0.25,75,2,22
22,3,3,11,6,5.01,2.01,993,86,2.1,200,0.53,90,2,22
22,3,3,12,6,4.36,0.2,990,86,3.6,90,1.78,90,2,22
22,3,3,13,6,3.18,-1.34,989,93,4.1,70,2.03,75,2,21
21,3,3,14,6,2.98,-2.69,987,93,5.7,40,3.05,75,2,21
21,3,3,15,6,2.5,-3.95,985,93,6.7,30,4.06,75,2,21
21,3,3,16,6,2.28,-4.9,984,93,7.7,20,4.32,75,2,21
21,3,3,16,6,2.28,-4.9,984,93,7.7,20,4.32,75,7,21
21,3,3,17,6,0.52,-5.73,982,100,6.2,330,5.33,90,2,21
21,3,3,17,6,0.52,-5.73,982,100,6.2,330,5.33,90,7,21
21,3,3,18,6,0.4,-6.22,983,100,6.7,320,0.0,75,7,19
19,3,3,19,6,0.4,-6.57,985,100,7.2,290,0.0,75,7,19
19,3,3,20,6,1.13,-5.18,985,93,6.2,270,1.02,75,2,18
18,3,3,21,6,1.28,-5.35,986,93,6.7,260,0.76,75,2,18
18,3,3,22,6,1.78,-4.78,987,93,6.7,260,1.27,75,2,18
18,3,3,23,6,1.66,-3.45,988,93,4.6,240,0.76,75,2,18
18,3,4,0,0,1.61,-3.35,988,100,4.6,250,0.51,40,2,19
19,3,4,1,0,1.7,-3.4,988,93,4.6,250,0.25,20,2,19
19,3,4,2,0,1.66,-3.8,988,93,5.1,250,0.0,20,1,19
19,3,4,3,0,1.35,-3.8,988,93,4.6,240,0.25,20,2,19
19,3,4,4,0,1.47,-3.32,988,93,4.1,240,0.0,20,1,19
19,3,4,5,0,1.67,-3.09,988,93,4.1,240,0.0,20,1,16
16,3,4,6,0,1.78,-2.61,989,93,3.6,240,0.0,20,1,15
15,3,4,7,0,2.09,-2.25,989,93,3.6,230,0.3,75,2,7
7,3,4,8,0,2.44,-1.85,990,93,3.6,220,0.0,75,1,2
2,3,4,9,0,3.17,-0.65,990,93,3.1,240,0.0,75,1,0
0,3,4,10,0,3.76,-1.19,990,86,4.6,230,0.0,40,1,3
3,3,4,11,0,5.09,-0.59,991,80,5.7,240,0.0,40,1,1
1,3,4,12,0,4.31,-1.67,991,86,6.2,250,0.0,75,1,18
18,3,4,13,0,4.38,-1.94,992,86,6.7,250,0.13,75,3,13
13,3,4,14,0,5.25,-2.74,993,86,9.3,270,0.0,75,1,13
13,3,4,15,0,5.61,-0.83,993,75,6.7,260,0.0,75,1,8
8,3,4,16,0,4.73,-1.14,994,75,5.7,240,0.0,75,1,22
22,3,4,17,0,4.81,-0.63,994,75,5.1,230,0.0,75,1,25
25,3,4,18,0,3.93,-0.81,994,80,4.1,230,0.0,75,1,30
30,3,4,19,0,3.75,-1.01,994,80,4.1,230,0.0,75,1,32
