available_bikes,month,day,hour,day_of_the_week,temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain_last_hour,clouds_all,weather_main,available_bikes_1h
23,1,1,0,1,8.85,4.09,1035,75,5.1,250,0.0,40,1,23
23,1,1,1,1,8.43,4.16,1034,81,4.6,250,0.0,40,1,23
23,1,1,2,1,8.06,4.28,1034,87,4.1,250,0.0,40,1,23
23,1,1,3,1,8.69,4.82,1034,81,4.1,250,0.0,75,1,23
23,1,1,4,1,8.8,3.83,1034,81,5.7,260,0.0,75,1,23
23,1,1,5,1,8.63,4.4,1034,81,4.6,260,0.0,75,1,23
23,1,1,6,1,8.72,4.16,1034,81,5.1,260,0.0,75,1,23
23,1,1,7,1,8.9,5.07,1036,81,4.1,250,0.0,75,1,21
21,1,1,8,1,8.6,3.81,1036,87,5.7,270,0.0,75,1,20
20,1,1,9,1,8.27,4.4,1036,93,4.6,260,0.0,75,3,20
20,1,1,10,1,8.15,4.25,1036,93,4.6,270,0.5,75,3,19
19,1,1,11,1,8.98,4.92,1037,93,5.1,280,0.5,75,3,19
19,1,1,12,1,8.95,4.89,1037,93,5.1,290,0.5,75,3,20
20,1,1,13,1,9.15,6.18,1038,93,3.6,330,0.0,90,1,19
19,1,1,14,1,9.11,7.18,1038,93,2.1,300,0.0,90,3,19
19,1,1,15,1,8.43,5.3,1038,93,3.6,360,0.0,75,1,18
18,1,1,16,1,7.67,4.71,1039,93,3.1,350,0.0,75,1,15
15,1,1,17,1,7.21,4.3,1039,87,2.6,10,0.0,75,1,16
16,1,1,18,1,6.52,3.45,1040,86,2.6,10,0.0,75,1,15
15,1,1,19,1,6.35,3.6,1040,86,2.1,10,0.0,75,1,17
17,1,1,20,1,6.09,2.59,1041,86,3.1,360,0.0,75,1,16
16,1,1,21,1,4.96,1.61,1040,86,2.6,20,0.0,75,1,16
16,1,1,22,1,4.26,1.75,1041,93,1.5,0,0.0,75,1,18
18,1,1,23,1,3.33,0.48,1041,86,1.5,0,0.0,75,1,18
18,1,2,0,2,3.95,1.2,1041,86,1.5,0,0.0,75,1,19
19,1,2,1,2,4.24,1.73,1041,93,1.5,290,0.0,75,1,19
19,1,2,2,2,4.79,2.88,1041,86,0.5,0,0.0,75,1,19
19,1,2,3,2,4.8,2.22,1042,86,1.46,64,0.0,75,1,19
19,1,2,4,2,4.85,1.13,1041,86,3.1,100,0.0,75,1,19
19,1,2,5,2,5.62,2.4,1041,75,2.1,100,0.0,75,1,18
18,1,2,6,2,5.58,1.14,1042,81,4.1,80,0.0,75,1,18
18,1,2,7,2,5.54,0.91,1042,75,4.1,80,0.0,75,1,18
18,1,2,8,2,5.71,2.51,1043,75,2.1,90,0.0,75,1,0
0,1,2,9,2,5.55,2.32,1043,75,2.1,80,0.0,75,1,0
0,1,2,10,2,5.98,1.77,1043,75,3.6,170,0.0,75,1,0
0,1,2,11,2,6.72,2.47,1044,70,3.6,180,0.0,75,1,0
0,1,2,12,2,6.88,2.65,1043,70,3.6,160,0.0,75,1,11
11,1,2,13,2,6.92,3.05,1043,70,3.1,160,0.0,75,1,6
6,1,2,14,2,6.96,3.28,1042,65,2.6,150,0.0,75,1,2
2,1,2,15,2,6.99,4.27,1042,60,1.0,0,0.0,75,1,19
19,1,2,16,2,6.58,3.36,1042,70,2.1,140,0.0,75,1,18
18,1,2,17,2,5.55,2.74,1042,75,1.5,0,0.0,75,1,12
12,1,2,18,2,4.99,2.94,1042,80,0.5,190,0.0,75,1,11
11,1,2,19,2,5.07,2.68,1042,80,1.0,210,0.0,75,1,12
12,1,2,20,2,5.07,2.86,1042,86,1.0,0,0.0,75,1,11
11,1,2,21,2,5.52,2.86,1042,80,1.5,0,0.0,75,1,12
12,1,2,22,2,5.67,3.91,1042,86,0.5,0,0.0,75,1,13
13,1,2,23,2,5.68,3.22,1042,86,1.5,200,0.0,75,1,14
14,1,3,0,3,6.09,3.55,1041,81,1.5,0,0.0,90,1,12
12,1,3,1,3,5.96,3.4,1041,81,1.5,0,0.0,90,1,12
12,1,3,2,3,5.93,3.36,1041,81,1.5,0,0.0,90,1,12
12,1,3,3,3,5.91,3.16,1041,75,1.5,190,0.0,90,1,12
12,1,3,4,3,5.54,2.73,1041,75,1.5,210,0.0,90,1,12
12,1,3,5,3,5.23,2.87,1041,80,1.0,110,0.0,90,1,11
11,1,3,6,3,5.93,2.76,1040,75,2.1,160,0.0,90,1,12
12,1,3,7,3,5.93,1.89,1041,81,3.6,170,0.0,90,1,9
9,1,3,8,3,5.87,2.17,1041,81,3.1,150,0.0,90,1,0
0,1,3,9,3,5.87,1.47,1041,81,4.1,160,0.0,75,1,0
0,1,3,10,3,6.29,2.12,1041,86,4.1,160,0.0,75,1,7
7,1,3,11,3,6.47,3.39,1041,86,2.6,140,0.0,75,1,6
6,1,3,12,3,6.91,3.75,1041,81,2.6,130,0.0,75,1,17
17,1,3,13,3,7.21,4.1,1041,81,2.6,140,0.0,75,1,19
19,1,3,14,3,7.22,4.89,1041,81,1.5,0,0.0,75,1,20
20,1,3,15,3,7.3,4.36,1041,75,2.1,140,0.0,75,1,19
19,1,3,16,3,6.93,4.32,1041,87,2.1,150,0.0,75,1,17
17,1,3,17,3,6.76,4.5,1041,86,1.5,0,0.0,75,1,23
23,1,3,18,3,6.93,4.54,1041,81,1.5,0,0.0,75,1,18
18,1,3,19,3,6.92,4.88,1041,81,1.0,0,0.0,75,1,21
21,1,3,20,3,6.48,3.42,1041,81,2.35,177,0.0,75,1,20
20,1,3,21,3,6.86,4.61,1041,75,1.0,0,0.0,75,1,20
20,1,3,22,3,6.46,3.38,1041,75,2.1,160,0.0,75,1,20
20,1,3,23,3,6.09,2.95,1041,75,2.1,210,0.0,75,1,22
22,1,4,0,4,6.1,3.56,1041,81,1.5,0,0.0,75,1,22
22,1,4,1,4,6.11,3.39,1041,75,1.5,190,0.0,90,1,22
22,1,4,2,4,6.09,2.95,1042,75,2.1,190,0.0,90,1,22
22,1,4,3,4,5.59,2.22,1041,70,2.1,200,0.0,90,1,22
22,1,4,4,4,5.54,2.16,1041,70,2.1,230,0.0,90,1,22
22,1,4,5,4,5.38,1.98,1041,70,2.1,250,0.0,90,1,21
21,1,4,6,4,5.28,2.14,1041,65,1.5,0,0.0,90,1,40
40,1,4,7,4,4.98,1.66,1041,75,2.1,200,0.0,90,1,39
39,1,4,8,4,4.95,1.14,1042,70,2.6,200,0.0,75,1,17
17,1,4,9,4,4.82,1.76,1042,70,1.5,0,0.0,75,1,16
16,1,4,10,4,4.81,0.63,1042,70,3.1,180,0.0,75,1,9
9,1,4,11,4,4.94,0.28,1042,65,3.6,190,0.0,75,1,3
3,1,4,12,4,5.05,1.25,1041,70,2.6,210,0.0,75,1,0
0,1,4,13,4,5.15,0.31,1041,70,4.1,160,0.0,75,1,0
0,1,4,14,4,5.14,0.3,1041,70,4.1,160,0.0,75,1,19
19,1,4,15,4,5.36,1.4,1041,75,3.1,170,0.0,75,1,17
17,1,4,16,4,5.51,2.55,1041,70,1.5,0,0.0,75,1,14
14,1,4,17,4,5.11,1.11,1040,75,3.1,140,0.0,75,1,22
22,1,4,18,4,5.78,2.08,1041,70,2.6,140,0.0,75,1,16
16,1,4,19,4,5.87,2.19,1041,70,2.6,150,0.0,75,1,19
19,1,4,20,4,5.96,2.45,1041,75,2.6,170,0.0,75,1,17
17,1,4,21,4,5.96,2.1,1041,75,3.1,150,0.0,75,1,18
18,1,4,22,4,5.76,2.21,1040,75,2.6,150,0.0,75,1,19
19,1,4,23,4,5.69,3.25,1039,75,1.0,0,0.0,75,1,20
20,1,5,0,5,5.77,2.58,1039,75,2.1,170,0.0,75,1,20
20,1,5,1,5,5.82,2.63,1039,75,2.1,160,0.0,75,1,21
21,1,5,2,5,5.95,3.05,1039,70,1.5,0,0.0,75,1,21
21,1,5,3,5,5.05,2.31,1038,80,1.5,150,0.0,75,1,21
21,1,5,4,5,3.47,0.64,1038,86,1.5,200,0.0,75,1,21
21,1,5,5,5,5.31,2.61,1038,80,1.5,190,0.0,75,1,20
20,1,5,6,5,5.64,2.84,1038,75,1.5,0,0.0,75,1,20
20,1,5,7,5,5.67,2.46,1037,75,2.1,210,0.0,75,1,19
19,1,5,8,5,5.73,2.53,1038,75,2.1,200,0.0,75,1,20
20,1,5,9,5,5.0,1.34,1038,75,2.6,210,0.0,75,1,19
19,1,5,10,5,5.59,1.85,1038,81,3.1,230,0.0,75,1,16
16,1,5,11,5,6.25,1.73,1038,75,4.1,230,0.0,75,1,14
14,1,5,12,5,6.88,3.0,1038,70,3.1,230,0.0,40,1,13
13,1,5,13,5,7.2,2.84,1037,75,4.1,230,0.0,75,1,13
13,1,5,14,5,7.2,3.54,1037,75,3.1,240,0.0,75,1,12
12,1,5,15,5,7.09,3.76,1037,75,2.6,220,0.0,75,1,8
8,1,5,16,5,7.09,3.41,1037,75,3.1,190,0.0,75,1,6
6,1,5,17,5,6.53,2.76,1037,75,3.1,190,0.0,75,1,6
6,1,5,18,5,6.97,3.62,1036,75,2.6,190,0.0,75,1,8
8,1,5,19,5,7.69,3.94,1036,70,3.1,220,0.0,75,1,10
10,1,5,20,5,7.83,4.28,1036,75,3.1,230,0.0,75,1,9
9,1,5,21,5,8.01,4.49,1036,75,3.1,220,0.0,75,1,9
9,1,5,22,5,8.08,4.23,1036,75,3.6,220,0.0,75,1,8
8,1,5,23,5,7.96,4.78,1036,75,2.6,210,0.0,75,1,8
8,1,6,0,6,7.96,4.43,1036,75,3.1,230,0.0,75,1,9
9,1,6,1,6,7.56,4.17,1035,81,3.1,230,0.0,75,1,9
9,1,6,2,6,7.63,4.6,1036,81,2.6,230,0.0,75,1,9
9,1,6,3,6,7.53,4.48,1036,81,2.6,240,0.0,75,1,9
9,1,6,4,6,7.86,4.88,1036,81,2.6,230,0.0,75,1,9
9,1,6,5,6,7.71,4.56,1036,87,3.1,240,0.0,75,1,9
9,1,6,6,6,8.42,5.76,1035,87,2.6,230,0.0,75,1,8
8,1,6,7,6,8.39,6.08,1035,87,2.1,230,0.0,75,1,8
8,1,6,8,6,8.4,5.52,1036,81,2.6,240,0.0,75,1,7
7,1,6,9,6,8.4,5.87,1036,81,2.1,240,0.0,75,1,3
3,1,6,10,6,8.6,5.76,1036,81,2.6,250,0.0,75,1,2
2,1,6,11,6,9.42,6.91,1036,76,2.1,230,0.0,75,1,2
2,1,6,12,6,9.6,7.12,1036,76,2.1,240,0.0,75,1,0
0,1,6,13,6,9.87,7.1,1036,76,2.6,240,0.0,75,1,16
16,1,6,14,6,9.81,6.68,1036,76,3.1,240,0.0,75,1,36
36,1,6,15,6,9.93,6.47,1035,76,3.6,240,0.0,75,1,34
34,1,6,16,6,9.67,6.51,1035,76,3.1,230,0.0,75,1,31
31,1,6,17,6,9.58,6.4,1035,76,3.1,210,0.0,75,1,28
28,1,6,18,6,8.36,5.82,1035,81,2.1,160,0.0,75,1,25
25,1,6,19,6,8.2,6.05,1035,81,1.5,0,0.0,75,1,24
24,1,6,20,6,8.08,5.7,1035,87,2.1,210,0.0,75,1,24
24,1,6,21,6,8.81,5.89,1035,87,3.1,220,0.0,75,1,23
23,1,6,22,6,9.43,6.41,1035,81,3.1,220,0.0,75,1,25
25,1,6,23,6,9.13,6.4,1034,81,2.6,210,0.0,75,1,26
26,1,7,0,0,9.26,6.44,1034,87,3.1,240,0.0,75,1,26
26,1,7,1,0,9.63,6.54,1034,87,3.6,230,0.0,75,1,26
26,1,7,2,0,9.96,6.6,1033,87,4.1,240,0.0,90,1,26
26,1,7,3,0,9.99,6.64,1033,87,4.1,230,0.0,75,1,26
26,1,7,4,0,10.09,6.31,1033,93,5.1,240,0.0,90,1,26
26,1,7,5,0,10.15,6.38,1032,93,5.1,240,0.0,90,1,26
26,1,7,6,0,10.05,5.84,1031,93,5.7,240,0.5,75,3,26
26,1,7,7,0,10.85,6.49,1031,93,6.2,240,0.5,75,3,25
25,1,7,8,0,10.45,3.92,1031,87,8.8,240,0.0,90,1,3
3,1,7,9,0,10.74,3.67,1031,81,9.3,250,0.0,75,1,0
0,1,7,10,0,10.82,4.89,1031,81,7.7,240,0.5,75,2,0
0,1,7,11,0,10.03,4.17,1030,87,7.7,250,0.5,75,2,0
0,1,7,12,0,9.91,4.61,1030,93,7.2,250,0.5,75,2,14
14,1,7,13,0,9.93,4.63,1029,93,7.2,250,0.0,75,1,10
10,1,7,14,0,10.07,2.99,1029,93,9.8,260,0.5,75,2,11
11,1,7,15,0,10.48,3.95,1029,87,8.8,270,0.0,75,1,10
10,1,7,16,0,10.12,3.51,1029,87,8.8,300,0.0,75,1,11
11,1,7,17,0,9.23,2.95,1029,81,7.7,300,0.0,40,1,8
8,1,7,18,0,7.96,2.13,1031,81,6.7,280,0.0,20,1,13
13,1,7,19,0,6.87,1.69,1031,86,5.7,270,0.0,20,1,16
16,1,7,20,0,6.19,0.89,1031,86,5.7,260,0.0,40,1,19
19,1,7,21,0,6.34,0.01,1031,86,7.2,260,0.0,40,1,17
17,1,7,22,0,6.05,0.37,1031,86,6.2,270,0.0,20,1,16
16,1,7,23,0,6.07,0.39,1031,86,6.2,270,0.0,20,1,17
17,1,8,0,1,6.07,1.16,1030,86,5.1,260,0.0,40,1,18
18,1,8,1,1,5.92,0.99,1030,86,5.1,260,0.0,75,1,18
18,1,8,2,1,5.72,0.19,1030,93,6.2,260,0.0,75,1,18
18,1,8,3,1,6.07,0.39,1030,86,6.2,280,0.0,75,1,18
18,1,8,4,1,5.83,1.58,1031,86,4.1,270,0.0,75,1,18
18,1,8,5,1,5.77,1.51,1031,86,4.1,260,0.0,75,1,35
35,1,8,6,1,5.74,1.12,1033,86,4.6,260,0.0,75,1,34
34,1,8,7,1,6.06,1.7,1033,81,4.1,270,0.0,75,1,33
33,1,8,8,1,6.06,1.7,1033,81,4.1,260,0.0,75,1,3
3,1,8,9,1,5.63,1.2,1033,93,4.6,270,0.0,75,1,3
3,1,8,10,1,6.19,1.31,1033,86,5.1,270,0.0,75,1,18
18,1,8,11,1,6.37,0.4,1032,86,6.7,280,0.0,40,1,19
19,1,8,12,1,7.51,0.68,1034,75,7.7,300,0.0,40,1,11
11,1,8,13,1,8.0,2.31,1033,75,6.2,310,0.0,40,1,5
5,1,8,14,1,7.97,2.28,1033,75,6.2,300,0.0,20,1,8
8,1,8,15,1,7.99,2.3,1033,75,6.2,300,0.0,20,1,4
4,1,8,16,1,6.81,2.93,1032,81,3.6,290,0.0,40,1,17
17,1,8,17,1,4.67,0.92,1033,86,3.1,280,0.0,40,1,12
12,1,8,18,1,3.81,-0.78,1033,86,4.1,290,0.0,40,1,15
15,1,8,19,1,3.91,-1.18,1032,93,5.1,280,0.0,40,1,22
22,1,8,20,1,4.49,0.2,1034,93,4.1,280,0.0,40,1,25
25,1,8,21,1,4.35,-0.16,1034,86,4.1,280,0.0,40,1,26
26,1,8,22,1,4.92,-0.96,1034,86,6.2,280,0.0,40,1,29
29,1,8,23,1,5.48,1.03,1032,93,4.6,280,0.0,75,1,30
30,1,9,0,2,5.69,1.98,1032,93,3.6,290,0.0,75,1,30
30,1,9,1,2,6.09,2.59,1033,86,3.1,270,0.0,75,1,30
30,1,9,2,2,5.69,1.98,1034,93,3.6,280,0.0,75,1,30
30,1,9,3,2,5.39,1.97,1034,93,3.1,280,0.0,75,1,30
30,1,9,4,2,4.85,0.63,1034,93,4.1,280,0.0,75,1,30
30,1,9,5,2,5.01,0.82,1033,93,4.1,290,0.0,75,1,29
29,1,9,6,2,4.22,-0.12,1033,93,4.1,300,0.0,40,1,28
28,1,9,7,2,3.92,0.07,1033,100,3.6,290,0.0,40,1,30
30,1,9,8,2,3.33,-0.28,1033,100,3.1,300,0.0,40,1,1
1,1,9,9,2,3.14,-1.21,1034,100,4.1,300,0.0,40,1,0
0,1,9,10,2,4.18,0.54,1034,93,3.1,310,0.0,40,1,0
0,1,9,11,2,6.02,2.5,1032,86,3.1,300,0.0,40,1,13
13,1,9,13,2,7.53,3.76,1032,70,3.1,340,0.0,40,1,6
6,1,9,14,2,7.82,3.74,1032,70,3.6,350,0.0,75,1,6
6,1,9,15,2,7.34,4.26,1032,81,2.6,330,0.0,75,1,0
0,1,9,16,2,7.09,4.31,1032,81,2.1,320,0.0,75,1,2
2,1,9,17,2,6.88,4.48,1032,81,1.5,0,0.0,75,1,16
16,1,9,18,2,6.59,3.88,1033,86,2.1,310,0.0,75,1,20
20,1,9,19,2,4.63,1.57,1032,86,2.1,260,0.0,75,1,20
20,1,9,20,2,4.05,1.08,1032,93,2.1,270,0.0,40,1,25
25,1,9,21,2,4.55,1.87,1033,100,2.1,260,0.0,75,1,29
29,1,9,22,2,5.58,3.52,1033,100,1.5,0,0.0,75,1,37
37,1,9,23,2,6.14,3.56,1032,93,2.1,250,0.0,75,3,38
38,1,10,0,3,6.11,3.53,1032,93,2.1,250,0.0,75,3,38
38,1,10,1,3,6.47,3.13,1032,100,3.6,250,0.0,75,3,38
38,1,10,2,3,6.4,3.75,1032,100,2.6,250,0.0,75,3,38
38,1,10,3,3,6.41,3.41,1032,100,3.1,260,0.0,75,4,38
38,1,10,4,3,6.57,3.26,1031,100,3.6,270,0.0,75,3,38
38,1,10,4,3,6.57,3.26,1031,100,3.6,270,0.0,75,4,38
38,1,10,5,3,6.89,3.65,1032,100,3.6,260,0.0,75,3,38
38,1,10,5,3,6.89,3.65,1032,100,3.6,260,0.0,75,4,37
37,1,10,6,3,6.9,4.71,1032,100,2.1,250,0.51,75,3,37
37,1,10,6,3,6.9,4.71,1032,100,2.1,250,0.51,75,2,36
36,1,10,7,3,7.1,4.25,1031,100,3.1,260,0.25,75,3,36
36,1,10,7,3,7.1,4.25,1031,100,3.1,260,0.25,75,2,34
34,1,10,8,3,7.51,4.41,1032,100,3.6,270,0.25,75,3,34
34,1,10,8,3,7.51,4.41,1032,100,3.6,270,0.25,75,2,25
25,1,10,9,3,7.97,4.73,1032,93,3.6,280,1.02,75,3,25
25,1,10,9,3,7.97,4.73,1032,93,3.6,280,1.02,75,2,18
18,1,10,10,3,8.05,4.73,1032,100,4.1,310,0.25,75,3,18
18,1,10,10,3,8.05,4.73,1032,100,4.1,310,0.25,75,2,13
13,1,10,11,3,8.93,6.53,1033,100,3.1,290,0.1,75,3,11
11,1,10,12,3,9.18,7.19,1033,100,2.6,290,0.0,75,1,19
19,1,10,13,3,9.88,7.79,1032,93,2.6,300,0.0,75,1,27
27,1,10,14,3,10.02,7.72,1032,87,2.6,310,0.0,75,1,27
27,1,10,15,3,9.94,7.63,1032,87,2.6,300,0.0,75,1,23
23,1,10,16,3,9.31,6.15,1032,87,3.6,300,0.0,75,1,20
20,1,10,17,3,8.43,5.65,1033,93,3.1,290,0.0,75,1,16
16,1,10,18,3,8.33,4.61,1033,87,4.1,280,0.0,75,1,13
13,1,10,19,3,8.1,4.33,1033,87,4.1,280,0.0,75,1,14
14,1,10,20,3,7.89,3.86,1033,81,4.1,290,0.0,35,1,16
16,1,10,21,3,8.1,4.46,1034,81,3.6,290,0.0,90,1,17
17,1,10,22,3,7.56,3.47,1034,81,4.1,290,0.0,75,1,18
18,1,10,23,3,7.54,3.65,1034,87,4.1,290,0.0,75,1,20
20,1,11,0,4,7.48,3.93,1034,87,3.6,290,0.0,75,1,20
20,1,11,1,4,7.3,3.71,1034,87,3.6,280,0.0,75,1,20
20,1,11,2,4,7.25,3.3,1034,87,4.1,280,0.0,75,1,20
20,1,11,3,4,7.01,3.36,1034,87,3.6,290,0.0,75,1,20
20,1,11,4,4,7.11,4.03,1034,93,3.1,290,0.0,75,1,20
20,1,11,5,4,7.11,4.03,1033,93,3.1,280,0.0,75,1,19
19,1,11,6,4,7.07,3.44,1033,87,3.6,280,0.0,75,1,18
18,1,11,7,4,7.08,2.95,1033,93,4.6,280,0.0,75,1,19
19,1,11,8,4,7.2,3.09,1033,93,4.6,280,0.0,75,1,1
1,1,11,9,4,7.25,3.85,1034,93,3.6,270,0.0,75,1,15
15,1,11,10,4,7.89,4.21,1034,81,3.6,270,0.0,75,1,14
14,1,11,11,4,8.0,4.34,1034,81,3.6,270,0.0,75,1,6
6,1,11,12,4,8.55,4.52,1033,87,4.6,270,0.0,75,1,22
22,1,11,13,4,9.03,5.11,1033,87,4.6,270,0.0,75,1,21
21,1,11,14,4,8.93,3.87,1032,87,6.2,270,0.0,75,1,22
22,1,11,15,4,9.0,4.84,1032,81,4.6,270,0.0,75,1,22
22,1,11,16,4,8.99,5.41,1032,87,4.1,260,0.0,75,1,9
9,1,11,17,4,8.63,6.02,1031,87,2.6,250,0.0,75,1,11
11,1,11,18,4,8.12,5.16,1031,100,3.6,250,0.0,75,1,8
8,1,11,19,4,8.48,4.66,1031,93,4.6,240,0.0,75,1,16
16,1,11,20,4,8.23,3.58,1030,93,5.7,260,0.0,75,1,17
17,1,11,21,4,8.59,3.45,1030,87,6.2,260,0.25,75,2,20
20,1,11,22,4,8.56,2.01,1029,87,8.2,260,0.0,75,1,20
20,1,11,23,4,8.81,4.07,1028,87,5.7,250,0.0,75,3,21
21,1,12,0,5,8.38,2.85,1028,87,6.7,250,0.0,75,1,22
22,1,12,1,5,8.22,2.52,1027,93,7.2,250,0.0,75,1,22
22,1,12,2,5,8.67,3.2,1026,87,6.7,250,0.0,75,1,22
22,1,12,3,5,9.02,4.2,1025,93,6.2,250,0.0,75,1,22
22,1,12,4,5,9.06,2.43,1025,93,8.8,260,0.14,75,3,22
22,1,12,5,5,8.33,2.3,1025,93,7.7,270,0.25,75,2,21
21,1,12,6,5,7.94,1.96,1025,87,7.2,270,0.0,75,1,20
20,1,12,7,5,7.6,0.43,1025,87,8.8,270,0.0,75,1,20
20,1,12,8,5,7.77,-0.41,1025,87,10.3,280,0.0,75,1,37
37,1,12,9,5,7.63,0.89,1025,87,8.2,270,0.0,75,1,35
35,1,12,10,5,7.62,-0.24,1025,87,9.8,270,0.0,75,1,33
33,1,12,11,5,8.0,-0.13,1025,87,10.3,270,0.0,75,1,29
29,1,12,12,5,8.03,-0.45,1023,87,10.8,270,0.0,75,1,23
23,1,12,13,5,8.44,0.75,1023,87,9.8,260,0.0,75,1,22
22,1,12,14,5,8.92,2.45,1024,87,8.2,270,0.0,75,1,20
20,1,12,15,5,9.15,2.73,1024,87,8.2,260,0.0,75,1,30
30,1,12,16,5,9.93,2.57,1023,87,9.8,270,0.0,75,1,27
27,1,12,17,5,9.94,2.94,1023,87,9.3,260,0.0,75,1,29
29,1,12,18,5,10.02,3.38,1023,87,8.8,270,0.0,75,1,33
33,1,12,19,5,9.91,3.01,1022,81,8.8,260,0.0,75,1,32
32,1,12,20,5,9.8,3.53,1023,87,8.2,270,0.0,75,1,35
35,1,12,21,5,9.6,1.82,1023,87,10.3,260,0.0,75,1,36
36,1,12,22,5,9.44,3.44,1023,87,7.7,260,0.0,75,1,35
35,1,12,23,5,9.0,2.78,1022,93,8.2,260,0.0,75,1,38
38,1,13,0,6,9.04,0.78,1021,87,10.8,270,0.0,75,1,38
38,1,13,1,6,8.95,0.79,1020,81,10.3,260,0.0,75,1,38
38,1,13,2,6,8.96,2.28,1020,81,8.2,260,0.0,75,1,38
38,1,13,3,6,8.95,1.14,1020,81,9.8,260,0.0,75,1,38
38,1,13,4,6,8.38,0.33,1019,87,10.3,260,0.0,75,1,38
38,1,13,5,6,8.39,-0.01,1017,87,10.8,260,0.0,75,1,38
38,1,13,6,6,8.07,0.3,1018,87,9.8,270,0.0,40,1,36
36,1,13,7,6,8.21,0.47,1016,87,9.8,260,0.0,75,1,36
36,1,13,8,6,9.06,2.2,1017,87,8.8,260,0.0,75,1,36
36,1,13,9,6,8.73,1.32,1017,93,9.8,260,0.0,75,3,36
36,1,13,10,6,9.05,2.84,1017,93,8.2,260,0.0,75,1,33
33,1,13,11,6,9.33,3.04,1016,100,8.8,250,0.0,75,3,31
31,1,13,12,6,9.91,2.44,1015,93,10.3,270,0.0,75,1,31
31,1,13,13,6,10.36,2.76,1015,87,10.3,290,0.25,75,3,31
31,1,13,13,6,10.36,2.76,1015,87,10.3,290,0.25,75,2,31
31,1,13,14,6,10.19,0.83,1014,81,12.4,280,0.0,40,1,27
27,1,13,15,6,10.11,0.18,1014,76,12.9,280,0.3,40,2,27
27,1,13,16,6,9.26,-0.11,1016,75,11.8,280,0.0,40,1,27
27,1,13,17,6,8.97,-0.65,1016,70,11.8,290,0.0,75,1,25
25,1,13,18,6,8.65,-1.98,1017,65,12.9,290,0.0,75,1,25
25,1,13,19,6,7.62,-0.48,1016,70,9.3,280,0.0,75,1,27
27,1,13,20,6,7.37,0.52,1016,75,7.7,280,0.0,75,1,29
29,1,13,21,6,7.52,-0.25,1017,70,8.8,290,0.0,75,1,29
29,1,13,22,6,6.93,0.0,1017,75,7.7,280,0.0,40,1,30
30,1,13,23,6,6.91,-0.02,1019,75,7.7,290,0.0,40,1,30
30,1,14,0,0,6.21,1.14,1020,80,5.1,280,0.0,40,1,31
31,1,14,1,0,6.37,0.24,1021,81,6.7,270,0.0,40,1,31
31,1,14,2,0,6.61,1.99,1021,81,4.6,260,0.0,75,1,31
31,1,14,3,0,7.13,1.29,1021,75,6.2,270,0.0,75,3,31
31,1,14,4,0,7.02,2.28,1022,75,4.6,270,0.0,75,3,31
31,1,14,5,0,6.76,1.21,1021,75,5.7,270,0.0,75,3,31
31,1,14,6,0,6.24,0.94,1022,86,5.7,270,0.0,75,1,28
28,1,14,7,0,6.15,0.49,1022,86,6.2,270,0.0,75,1,21
21,1,14,8,0,6.16,0.15,1023,86,6.7,270,0.0,75,1,0
0,1,14,9,0,6.15,0.68,1023,81,5.7,270,0.0,75,1,0
0,1,14,10,0,6.86,1.74,1023,75,5.1,270,0.0,75,1,0
0,1,14,11,0,6.92,1.39,1024,75,5.7,270,0.0,75,1,0
0,1,14,12,0,7.77,2.22,1023,70,5.7,270,0.0,75,1,0
0,1,14,13,0,8.05,2.19,1023,70,6.2,270,0.0,75,1,8
8,1,14,14,0,8.01,2.5,1023,70,5.7,260,0.0,75,1,8
8,1,14,15,0,8.04,2.53,1023,70,5.7,260,0.0,75,1,6
6,1,14,16,0,7.98,3.93,1023,70,3.6,230,0.0,75,1,5
5,1,14,17,0,7.28,3.34,1022,87,4.1,230,0.5,75,3,19
19,1,14,18,0,7.15,3.18,1022,87,4.1,230,0.5,75,3,17
17,1,14,19,0,7.14,2.82,1022,87,4.6,230,0.0,75,1,19
19,1,14,20,0,7.12,3.15,1021,87,4.1,220,0.5,75,3,20
20,1,14,21,0,7.19,2.73,1021,93,5.1,230,0.5,75,3,39
39,1,14,22,0,7.62,3.75,1021,87,4.1,240,0.0,75,1,40
40,1,14,23,0,7.63,3.62,1021,93,4.6,230,0.0,75,3,40
40,1,15,0,1,7.94,4.34,1021,93,4.1,240,0.0,75,1,40
40,1,15,1,1,7.63,3.97,1020,93,4.1,240,0.0,75,1,40
40,1,15,2,1,7.9,4.43,1020,87,3.6,230,0.0,75,1,40
40,1,15,3,1,7.9,4.43,1020,87,3.6,240,0.0,75,1,40
40,1,15,4,1,7.97,3.82,1019,87,4.6,240,0.0,75,1,40
40,1,15,5,1,7.66,3.8,1018,87,4.1,230,0.0,75,1,38
38,1,15,6,1,7.4,3.48,1018,87,4.1,230,0.0,75,1,36
36,1,15,7,1,7.49,3.8,1017,93,4.1,240,0.0,75,1,34
34,1,15,8,1,7.43,3.87,1017,87,3.6,240,0.0,75,1,9
9,1,15,9,1,7.46,3.35,1018,81,4.1,230,0.0,75,1,0
0,1,15,10,1,7.09,3.11,1016,87,4.1,230,0.0,75,1,0
0,1,15,11,1,7.59,3.71,1016,87,4.1,240,0.0,75,1,0
0,1,15,12,1,8.23,3.57,1015,81,5.1,230,0.0,75,1,11
